Order_ID,Order_Date,Shipment_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Quantity,Discount,Unit_Price,ProfitperUnit,CostperUnit,PercentageofProfit,Order_Month,Order_Year,Sales_v2,Profit_v2,Decimal_Percentage,Min_Order_Date,Tenure
US-2014-115987,9/8/2014,9/13/2014,Second Class,LH-17020,Lisa Hazard,Consumer,Tyler,Texas,Central,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,4,0.8,12.796,-19.8338,32.6298,-60.80%,September,2014,51.184,-79.3352,-0.608,9/8/2014,1209 days
US-2014-141215,6/15/2014,6/21/2014,Standard Class,KL-16555,Kelly Lampkin,Corporate,San Antonio,Texas,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,3,0.8,2.856,-4.8552,7.7112,-63.00%,June,2014,8.568,-14.5656,-0.63,6/15/2014,1294 days
CA-2017-114412,4/15/2017,4/20/2017,Standard Class,AA-10480,Andrew Allen,Consumer,Concord,North Carolina,South,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,3,0.2,5.184,1.8144,3.3696,53.80%,April,2017,15.552,5.4432,0.538,5/4/2014,1336 days
CA-2016-161389,12/5/2016,12/10/2016,Standard Class,IM-15070,Irene Maddox,Consumer,Seattle,Washington,West,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,3,0.2,135.992,44.1974,91.7946,48.10%,December,2016,407.976,132.5922,0.481,12/19/2014,1107 days
US-2015-118983,11/22/2015,11/26/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",5,0.8,13.762,-24.7716,38.5336,-64.30%,November,2015,68.81,-123.858,-0.643,5/6/2014,1334 days
US-2015-118983,11/22/2015,11/26/2015,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3,0.8,0.848,-1.272,2.12,-60.00%,November,2015,2.544,-3.816,-0.6,5/6/2014,1334 days
US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,Laurel Elliston,Consumer,Chicago,Illinois,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,6,0.8,2.91,-5.0925,8.0025,-63.60%,May,2014,17.46,-30.555,-0.636,5/27/2014,1313 days
CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Michael Nguyen,Consumer,Dallas,Texas,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3,0.8,0.36,-0.576,0.936,-61.50%,February,2014,1.08,-1.728,-0.615,2/16/2014,1413 days
CA-2014-122567,2/16/2014,2/21/2014,Standard Class,MN-17935,Michael Nguyen,Consumer,Dallas,Texas,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",2,0.8,3.98,-6.965,10.945,-63.60%,February,2014,7.96,-13.93,-0.636,2/16/2014,1413 days
US-2014-130379,5/25/2014,5/29/2014,Standard Class,JL-15235,Janet Lee,Consumer,Chicago,Illinois,Central,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,2,0.8,37.8,-83.16,120.96,-68.80%,May,2014,75.6,-166.32,-0.688,5/25/2014,1315 days
CA-2014-148950,12/14/2014,12/19/2014,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,4,0.8,1.276,-2.1692,3.4452,-63.00%,December,2014,5.104,-8.6768,-0.63,10/4/2014,1183 days
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,Newell 318,7,0,2.78,0.7228,2.0572,35.10%,December,2016,19.46,5.0596,0.351,4/4/2014,1366 days
CA-2016-137330,12/9/2016,12/13/2016,Standard Class,KB-16585,Ken Black,Corporate,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",7,0,8.62,2.2412,6.3788,35.10%,December,2016,60.34,15.6884,0.351,4/4/2014,1366 days
US-2017-156909,7/16/2017,7/18/2017,Second Class,SF-20065,Sandra Flanagan,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",2,0.3,35.686,-0.5098,36.1958,-1.40%,July,2017,71.372,-1.0196,-0.014,9/10/2014,1207 days
CA-2015-106320,9/25/2015,9/30/2015,Standard Class,EB-13870,Emily Burns,Consumer,Orem,Utah,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3,0,348.21,80.0883,268.1217,29.90%,September,2015,1044.63,240.2649,0.299,5/5/2014,1335 days
CA-2016-121755,1/16/2016,1/20/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,2,0.2,5.824,2.1112,3.7128,56.90%,January,2016,11.648,4.2224,0.569,7/2/2014,1277 days
CA-2016-121755,1/16/2016,1/20/2016,Second Class,EH-13945,Eric Hoffmann,Consumer,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,Imation�8GB Mini TravelDrive USB 2.0�Flash Drive,3,0,30.19,3.9247,26.2653,14.90%,January,2016,90.57,11.7741,0.149,7/2/2014,1277 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,0.5,440.49,-237.8646,678.3546,-35.10%,September,2015,3083.43,-1665.0522,-0.351,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,2,0.7,4.809,-3.5266,8.3356,-42.30%,September,2015,9.618,-7.0532,-0.423,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,3,0.2,41.4,5.175,36.225,14.30%,September,2015,124.2,15.525,0.143,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,2,0.2,1.632,0.5508,1.0812,50.90%,September,2015,3.264,1.1016,0.509,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,0.2,14.384,1.6182,12.7658,12.70%,September,2015,86.304,9.7092,0.127,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6,0.7,1.143,-0.9525,2.0955,-45.50%,September,2015,6.858,-5.715,-0.455,10/17/2014,1170 days
US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,2,0.2,7.88,1.773,6.107,29.00%,September,2015,15.76,3.546,0.29,10/17/2014,1170 days
CA-2017-107727,10/19/2017,10/23/2017,Second Class,MA-17560,Matt Abelman,Home Office,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,3,0.2,9.824,3.3156,6.5084,50.90%,October,2017,29.472,9.9468,0.509,8/8/2014,1240 days
CA-2016-117590,12/8/2016,12/10/2016,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,7,0.2,156.792,17.6391,139.1529,12.70%,December,2016,1097.544,123.4737,0.127,10/8/2015,814 days
CA-2016-117590,12/8/2016,12/10/2016,First Class,GH-14485,Gene Hale,Corporate,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,0.6,38.184,-29.5926,67.7766,-43.70%,December,2016,190.92,-147.963,-0.437,10/8/2015,814 days
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",9,0.2,12.592,3.935,8.657,45.50%,December,2015,113.328,35.415,0.455,5/6/2014,1334 days
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,0.32,177.4664,-15.6588,193.1252,-8.10%,December,2015,532.3992,-46.9764,-0.081,5/6/2014,1334 days
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3,0.3,70.686,-5.049,75.735,-6.70%,December,2015,212.058,-15.147,-0.067,5/6/2014,1334 days
CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Home Office,Houston,Texas,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,4,0.2,92.792,10.4391,82.3529,12.70%,December,2015,371.168,41.7564,0.127,5/6/2014,1334 days
CA-2017-120999,9/10/2017,9/15/2017,Standard Class,LC-16930,Linda Cazamias,Corporate,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,4,0.2,36.792,4.1391,32.6529,12.70%,September,2017,147.168,16.5564,0.127,2/20/2014,1409 days
CA-2016-101343,7/17/2016,7/22/2016,Standard Class,RA-19885,Ruben Ausman,Corporate,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",2,0,38.94,1.947,36.993,5.30%,July,2016,77.88,3.894,0.053,4/8/2014,1362 days
CA-2017-139619,9/19/2017,9/23/2017,Standard Class,ES-14080,Erin Smith,Corporate,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2,0.2,47.808,4.7808,43.0272,11.10%,September,2017,95.616,9.5616,0.111,10/2/2014,1185 days
CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2,0,22.99,9.8857,13.1043,75.40%,March,2016,45.98,19.7714,0.754,9/13/2014,1204 days
CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Corporate,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,0,8.73,4.1031,4.6269,88.70%,March,2016,17.46,8.2062,0.887,9/13/2014,1204 days
US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965,Henry Goldwyn,Corporate,Mesquite,Texas,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,1,0.8,0.876,-1.4016,2.2776,-61.50%,September,2014,0.876,-1.4016,-0.615,9/20/2014,1197 days
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,3,0,15,1.65,13.35,12.40%,June,2016,45,4.95,0.124,8/19/2014,1229 days
CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,0,10.9,3.052,7.848,38.90%,June,2016,21.8,6.104,0.389,8/19/2014,1229 days
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,0,6.37,2.9939,3.3761,88.70%,April,2015,38.22,17.9634,0.887,1/3/2014,1457 days
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,6,0,12.53,5.8891,6.6409,88.70%,April,2015,75.18,35.3346,0.887,1/3/2014,1457 days
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,0,3.08,1.4784,1.6016,92.30%,April,2015,6.16,2.9568,0.923,1/3/2014,1457 days
CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",1,0,89.99,17.0981,72.8919,23.50%,April,2015,89.99,17.0981,0.235,1/3/2014,1457 days
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,7,0,2.18,0.8938,1.2862,69.50%,December,2016,15.26,6.2566,0.695,8/25/2014,1223 days
CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,New York City,New York,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,5,0,205.99,59.7371,146.2529,40.80%,December,2016,1029.95,298.6855,0.408,8/25/2014,1223 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,6,0,34.76,8.69,26.07,33.30%,June,2016,208.56,52.14,0.333,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,5,0,6.48,3.1104,3.3696,92.30%,June,2016,32.4,15.552,0.923,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,5,0.1,63.882,1.4196,62.4624,2.30%,June,2016,319.41,7.098,0.023,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",2,0,7.28,3.4944,3.7856,92.30%,June,2016,14.56,6.9888,0.923,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,Imation�8gb Micro Traveldrive Usb 2.0�Flash Drive,2,0,15,1.65,13.35,12.40%,June,2016,30,3.3,0.124,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,4,0.2,12.12,4.0905,8.0295,50.90%,June,2016,48.48,16.362,0.509,6/17/2016,561 days
CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,0,1.68,0.84,0.84,100.00%,June,2016,1.68,0.84,1,6/17/2016,561 days
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2,0,6.99,3.0756,3.9144,78.60%,November,2015,13.98,6.1512,0.786,3/30/2014,1371 days
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6,0.2,4.304,1.5602,2.7438,56.90%,November,2015,25.824,9.3612,0.569,3/30/2014,1371 days
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,3,0,48.91,22.9877,25.9223,88.70%,November,2015,146.73,68.9631,0.887,3/30/2014,1371 days
CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,4,0,19.94,5.5832,14.3568,38.90%,November,2015,79.76,22.3328,0.389,3/30/2014,1371 days
US-2015-164175,4/30/2015,5/5/2015,Standard Class,PS-18970,Paul Stevenson,Home Office,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",5,0.3,42.623,-3.0445,45.6675,-6.70%,April,2015,213.115,-15.2225,-0.067,4/15/2014,1355 days
US-2014-103905,7/14/2014,7/20/2014,Standard Class,AW-10930,Arthur Wiediger,Home Office,Aurora,Illinois,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,7,0.8,4.276,-6.6278,10.9038,-60.80%,July,2014,29.932,-46.3946,-0.608,7/14/2014,1265 days
US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,Michelle Tran,Home Office,Houston,Texas,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2,0.8,1.362,-2.1792,3.5412,-61.50%,September,2014,2.724,-4.3584,-0.615,9/25/2014,1192 days
CA-2016-119823,6/4/2016,6/6/2016,First Class,KD-16270,Karen Daniels,Consumer,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,0,37.94,17.8318,20.1082,88.70%,June,2016,75.88,35.6636,0.887,11/11/2014,1145 days
CA-2016-106075,9/18/2016,9/23/2016,Standard Class,HM-14980,Henry MacAllister,Consumer,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1,0.2,4.616,1.731,2.885,60.00%,September,2016,4.616,1.731,0.6,10/2/2015,820 days
CA-2017-114440,9/14/2017,9/17/2017,Second Class,TB-21520,Tracy Blumstein,Consumer,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,0,6.35,2.921,3.429,85.20%,September,2017,19.05,8.763,0.852,10/17/2014,1170 days
US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,8,0.2,103.992,-14.2989,118.2909,-12.10%,April,2015,831.936,-114.3912,-0.121,6/22/2014,1287 days
US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,0.2,48.52,0.6065,47.9135,1.30%,April,2015,97.04,1.213,0.013,6/22/2014,1287 days
US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,1,0.2,72.784,-18.196,90.98,-20.00%,April,2015,72.784,-18.196,-0.2,6/22/2014,1287 days
US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,3,0.8,0.416,-0.6448,1.0608,-60.80%,December,2017,1.248,-1.9344,-0.608,12/30/2014,1096 days
US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",3,0.6,3.236,-1.9416,5.1776,-37.50%,December,2017,9.708,-5.8248,-0.375,12/30/2014,1096 days
US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Corporate,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3,0.2,9.08,0.908,8.172,11.10%,December,2017,27.24,2.724,0.111,12/30/2014,1096 days
CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,Tamara Manning,Consumer,Woodstock,Illinois,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,5,0.8,1.77,-2.7435,4.5135,-60.80%,February,2014,8.85,-13.7175,-0.608,2/21/2014,1408 days
CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Stewart Carmichael,Corporate,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,0,208.16,56.2032,151.9568,37.00%,June,2016,208.16,56.2032,0.37,6/20/2015,924 days
CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Stewart Carmichael,Corporate,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3,0,5.58,2.6784,2.9016,92.30%,June,2016,16.74,8.0352,0.923,6/20/2015,924 days
US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,Craig Yedwab,Corporate,San Antonio,Texas,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,2,0.8,105.196,-168.3136,273.5096,-61.50%,December,2014,210.392,-336.6272,-0.615,12/12/2014,1114 days
US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,Pete Takahito,Consumer,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5,0.8,1.036,-1.6058,2.6418,-60.80%,September,2014,5.18,-8.029,-0.608,9/12/2014,1205 days
CA-2015-149734,9/3/2015,9/8/2015,Standard Class,JC-16105,Julie Creighton,Corporate,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,7,0.2,28.712,8.9725,19.7395,45.50%,September,2015,200.984,62.8075,0.455,11/18/2014,1138 days
US-2017-119662,11/13/2017,11/16/2017,First Class,CS-12400,Christopher Schild,Home Office,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,3,0.2,76.792,-16.3183,93.1103,-17.50%,November,2017,230.376,-48.9549,-0.175,9/26/2014,1191 days
